PlayerName,Teams,Span,Matches,Innings,NotOuts,Runs,HighestScore,BattingAverage,BallsFaced,StrikeRate,Hundreds,Fifties,Ducks,Fours,Sixes,BowlInnings,Overs,Maidens,RunsConceded,Wickets,BestBowlingInnings,BowlingAverage,Economy,BowlingStrikeRate,FourWickets,FiveWickets
S Anirudha,"Chennai Super Kings, Sunrisers Hyderabad",2008-2014,20,13,5,136,64,17,113,120.35,0,1,2,9,7,-,-,-,-,-,-,-,-,-,-,-
S Aravind,Royal Challengers Bangalore,2011-2017,38,12,8,59,14*,14.75,57,103.5,0,0,2,7,0,38,126.4,0,1039,45,4/14,23.08,8.2,16.8,2,0
S Arora,Sunrisers Hyderabad,2026-2026,3,3,0,18,9,6,15,120,0,0,1,0,2,-,-,-,-,-,-,-,-,-,-,-
S Badree,"Chennai Super Kings, Rajasthan Royals, Royal Challengers Bangalore",2013-2017,12,5,0,13,8,2.6,23,56.52,0,0,2,0,0,12,43.0,1,319,11,4/9,29,7.41,23.4,1,0
S Badrinath,Chennai Super Kings,2008-2013,95,67,20,1441,71*,30.65,1212,118.89,0,11,6,154,28,-,-,-,-,-,-,-,-,-,-,-
S Chanderpaul,Royal Challengers Bangalore,2008-2008,3,3,0,25,16,8.33,31,80.64,0,0,0,4,0,-,-,-,-,-,-,-,-,-,-,-
S Dhawan,"Deccan Chargers, Delhi Capitals, Delhi Daredevils, Mumbai Indians, Punjab Kings, Sunrisers Hyderabad",2008-2024,222,221,29,6769,106*,35.25,5324,127.14,2,51,11,768,152,6,8.0,0,66,4,1/7,16.5,8.25,12,0,0
S Dube,"Chennai Super Kings, Rajasthan Royals, Royal Challengers Bangalore",2019-2026,83,79,16,1948,95*,30.92,1348,144.51,0,10,3,117,126,16,22.4,0,243,6,2/15,40.5,10.72,22.6,0,0
S Gopal,"Mumbai Indians, Rajasthan Royals, Sunrisers Hyderabad",2014-2024,52,22,8,180,24,12.85,169,106.5,0,0,4,19,2,51,165.1,1,1349,52,4/16,25.94,8.16,19,1,0
S Joseph,Lucknow Super Giants,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,1,4.0,0,47,0,-,-,11.75,-,0,0
S Kaul,"Delhi Daredevils, Royal Challengers Bangalore, Sunrisers Hyderabad",2013-2022,55,12,8,20,7*,5,36,55.55,0,0,2,1,0,55,201.3,3,1739,58,4/29,29.98,8.63,20.8,1,0
S Kaushik,Gujarat Lions,2016-2017,10,2,1,0,0*,0,1,0,0,0,1,0,0,10,34.0,0,297,6,3/20,49.5,8.73,34,0,0
S Ladda,"Delhi Daredevils, Gujarat Lions, Kolkata Knight Riders",2010-2016,9,2,1,0,0*,0,9,0,0,0,1,0,0,9,23.0,0,224,5,2/44,44.8,9.73,27.6,0,0
S Lamichhane,"Delhi Capitals, Delhi Daredevils",2018-2019,9,1,0,0,0,0,1,0,0,0,1,0,0,9,35.0,0,292,13,3/36,22.46,8.34,16.1,0,0
S Midhun,Rajasthan Royals,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,1,2.0,0,27,0,-,-,13.5,-,0,0
S Nadeem,"Delhi Daredevils, Sunrisers Hyderabad",2011-2021,72,22,8,39,6*,2.78,87,44.82,0,0,6,2,0,70,235.5,2,1784,48,3/16,37.16,7.56,29.4,0,0
S Narwal,"Kolkata Knight Riders, Rajasthan Royals",2010-2013,7,4,1,37,23,12.33,27,137.03,0,0,1,6,0,6,17.4,0,202,5,3/36,40.4,11.43,21.2,0,0
S Rana,"Pune Warriors, Royal Challengers Bangalore",2011-2014,11,8,4,91,19*,22.75,81,112.34,0,0,0,9,1,3,2.4,0,18,0,-,-,6.75,-,0,0
S Randiv,Chennai Super Kings,2011-2011,8,1,0,2,2,2,4,50,0,0,0,0,0,8,29.0,0,223,6,2/24,37.16,7.68,29,0,0
S Sandeep Warrier,"Gujarat Titans, Kolkata Knight Riders",2019-2024,10,-,-,-,-,-,-,-,-,-,-,-,-,10,28.0,0,253,8,3/15,31.62,9.03,21,0,0
S Sohal,"Deccan Chargers, Kings XI Punjab",2008-2011,22,20,0,368,62,18.4,292,126.02,0,2,3,34,18,-,-,-,-,-,-,-,-,-,-,-
S Sreesanth,"Kings XI Punjab, Kochi Tuskers Kerala, Rajasthan Royals",2008-2013,44,14,10,34,15*,8.5,55,61.81,0,0,3,6,0,44,146.4,4,1190,40,3/29,29.75,8.11,22,0,0
S Sriram,"Delhi Daredevils, Royal Challengers Bangalore",2010-2011,2,2,0,31,27,15.5,36,86.11,0,0,0,3,0,2,3.0,0,49,0,-,-,16.33,-,0,0
S Tyagi,Chennai Super Kings,2009-2010,14,3,2,3,3*,3,4,75,0,0,1,0,0,14,34.5,0,295,6,2/18,49.16,8.46,34.8,0,0
S Vidyut,Chennai Super Kings,2008-2008,9,8,0,145,54,18.12,109,133.02,0,1,1,21,3,1,2.0,0,22,1,1/22,22,11,12,0,0
SA Abbott,"Royal Challengers Bangalore, Sunrisers Hyderabad",2015-2022,3,3,0,22,14,7.33,18,122.22,0,0,0,1,2,3,9.0,0,104,1,1/47,104,11.55,54,0,0
SA Asnodkar,Rajasthan Royals,2008-2011,20,20,0,423,60,21.15,339,124.77,0,2,3,56,10,-,-,-,-,-,-,-,-,-,-,-
SA Yadav,"Kolkata Knight Riders, Mumbai Indians",2012-2026,170,154,28,4384,103*,34.79,2947,148.76,2,30,10,460,171,1,1.0,0,8,0,-,-,8,-,0,0
SB Bangar,"Deccan Chargers, Kolkata Knight Riders",2008-2009,12,8,1,49,17*,7,58,84.48,0,0,1,1,3,9,25.0,0,219,4,2/34,54.75,8.76,37.5,0,0
SB Dubey,Rajasthan Royals,2024-2025,13,11,5,139,34*,23.16,85,163.52,0,0,1,9,10,-,-,-,-,-,-,-,-,-,-,-
SB Jakati,"Chennai Super Kings, Gujarat Lions, Royal Challengers Bangalore",2009-2017,59,8,7,28,13,28,29,96.55,0,0,0,3,0,57,180.5,1,1451,47,4/22,30.87,8.02,23,2,0
SB Joshi,Royal Challengers Bangalore,2008-2008,4,2,0,6,3,3,14,42.85,0,0,0,0,0,4,9.1,0,82,1,1/27,82,8.94,55,0,0
SB Styris,"Chennai Super Kings, Deccan Chargers",2008-2011,12,10,3,131,36*,18.71,133,98.49,0,0,0,10,3,11,36.0,0,276,8,3/32,34.5,7.66,27,0,0
SB Wagh,"Pune Warriors, Rajasthan Royals",2010-2011,8,2,0,2,2,1,3,66.66,0,0,1,0,0,8,17.0,0,137,5,3/16,27.4,8.05,20.4,0,0
SC Ganguly,"Kolkata Knight Riders, Pune Warriors",2008-2012,59,56,3,1349,91,25.45,1263,106.8,0,7,4,137,42,20,46.0,0,363,10,2/21,36.3,7.89,27.6,0,0
SC Kuggeleijn,Chennai Super Kings,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,-,2,8.0,0,71,2,2/37,35.5,8.87,24,0,0
SD Chauhan,Royal Challengers Bengaluru,2024-2024,3,3,0,18,9,6,15,120,0,0,1,1,1,-,-,-,-,-,-,-,-,-,-,-
SD Chitnis,"Kings XI Punjab, Mumbai Indians, Rajasthan Royals",2008-2012,11,8,1,99,38,14.14,89,111.23,0,0,0,10,2,2,6.0,0,60,2,2/40,30,10,18,0,0
SD Hope,Delhi Capitals,2024-2024,9,9,1,183,41,22.87,122,150,0,0,0,12,12,-,-,-,-,-,-,-,-,-,-,-
SD Lad,Mumbai Indians,2019-2019,1,1,0,15,15,15,13,115.38,0,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-
SE Bond,Kolkata Knight Riders,2010-2010,8,1,0,1,1,1,2,50,0,0,0,0,0,8,31.0,1,224,9,2/24,24.88,7.22,20.6,0,0
SE Marsh,Kings XI Punjab,2008-2017,71,69,7,2477,115,39.95,1866,132.74,1,20,1,266,78,-,-,-,-,-,-,-,-,-,-,-
SE Rutherford,"Delhi Capitals, Gujarat Titans, Mumbai Indians, Royal Challengers Bangalore",2019-2026,26,22,4,427,46,23.72,304,140.46,0,0,1,28,28,6,6.5,0,59,1,1/6,59,8.63,41,0,0
SH Johnson,"Gujarat Titans, Kolkata Knight Riders",2024-2025,9,5,5,8,5*,-,11,72.72,0,0,0,1,0,9,27.2,0,284,5,2/25,56.8,10.39,32.8,0,0
SJ Srivastava,Kings XI Punjab,2010-2011,14,4,3,5,3*,5,5,100,0,0,1,0,0,14,47.0,0,441,14,2/20,31.5,9.38,20.1,0,0
SK Raina,"Chennai Super Kings, Gujarat Lions",2008-2021,205,200,30,5528,100*,32.51,4043,136.73,1,39,8,506,203,69,151.2,0,1118,25,2/0,44.72,7.38,36.3,0,0
SK Rasheed,Chennai Super Kings,2025-2025,5,5,0,71,27,14.2,63,112.69,0,0,1,9,2,-,-,-,-,-,-,-,-,-,-,-
SK Trivedi,Rajasthan Royals,2008-2013,76,15,8,42,9,6,59,71.18,0,0,1,3,1,75,251.0,2,1904,65,4/25,29.29,7.58,23.1,1,0
SK Warne,Rajasthan Royals,2008-2011,55,29,9,198,34*,9.9,214,92.52,0,0,7,14,6,54,199.0,1,1447,57,4/21,25.38,7.27,20.9,1,0
SL Malinga,Mumbai Indians,2009-2019,122,25,9,88,17,5.5,99,88.88,0,0,6,6,5,122,471.1,8,3365,170,5/13,19.79,7.14,16.6,6,1
SM Boland,Rising Pune Supergiants,2016-2016,2,-,-,-,-,-,-,-,-,-,-,-,-,2,7.0,0,54,2,2/31,27,7.71,21,0,0
SM Curran,"Chennai Super Kings, Kings XI Punjab, Punjab Kings",2019-2025,64,53,13,997,88,24.92,731,136.38,0,6,4,85,41,63,208.5,0,2033,59,4/11,34.45,9.73,21.2,1,0
SM Harwood,Rajasthan Royals,2009-2009,3,2,2,9,6*,-,14,64.28,0,0,0,0,0,3,10.0,0,73,3,2/25,24.33,7.3,20,0,0
SM Katich,Kings XI Punjab,2008-2009,11,11,1,241,75,24.1,186,129.56,0,2,1,25,8,-,-,-,-,-,-,-,-,-,-,-
SM Pollock,Mumbai Indians,2008-2008,13,8,0,147,33,18.37,111,132.43,0,0,2,12,8,13,46.0,1,301,11,3/12,27.36,6.54,25,0,0
SMSM Senanayake,Kolkata Knight Riders,2013-2013,8,4,3,10,7*,10,17,58.82,0,0,0,0,0,8,32.0,1,209,9,2/26,23.22,6.53,21.3,0,0
SN Khan,"Chennai Super Kings, Delhi Capitals, Kings XI Punjab, Punjab Kings, Royal Challengers Bangalore",2015-2026,54,40,11,684,67,23.58,497,137.62,0,2,3,79,18,1,0.2,0,6,0,-,-,18,-,0,0
SN Thakur,"Chennai Super Kings, Delhi Capitals, Kings XI Punjab, Kolkata Knight Riders, Lucknow Super Giants, Mumbai Indians, Rising Pune Supergiant",2015-2026,109,43,14,333,68,11.48,240,138.75,0,1,8,31,13,106,356.0,3,3392,112,4/34,30.28,9.52,19,2,0
SO Hetmyer,"Delhi Capitals, Rajasthan Royals, Royal Challengers Bangalore",2019-2026,90,82,29,1506,75,28.41,992,151.81,0,5,4,94,95,-,-,-,-,-,-,-,-,-,-,-
SP Fleming,Chennai Super Kings,2008-2008,10,10,1,196,45,21.77,165,118.78,0,0,1,27,3,-,-,-,-,-,-,-,-,-,-,-
SP Goswami,"Kolkata Knight Riders, Rajasthan Royals, Royal Challengers Bangalore, Sunrisers Hyderabad",2008-2020,31,21,1,293,52,14.65,295,99.32,0,1,4,32,3,-,-,-,-,-,-,-,-,-,-,-
SP Jackson,Kolkata Knight Riders,2017-2022,9,8,2,61,16,10.16,57,107.01,0,0,1,5,1,-,-,-,-,-,-,-,-,-,-,-
SP Narine,Kolkata Knight Riders,2012-2026,192,123,21,1792,109,17.56,1073,167,1,7,17,189,118,190,735.1,3,5004,194,5/19,25.79,6.8,22.7,7,1
SPD Smith,"Delhi Capitals, Pune Warriors, Rajasthan Royals, Rising Pune Supergiant, Rising Pune Supergiants",2012-2021,103,93,21,2485,101,34.51,1940,128.09,1,11,1,225,60,1,0.2,0,5,0,-,-,15,-,0,0
SR Tendulkar,Mumbai Indians,2008-2013,78,78,11,2334,100*,34.83,1948,119.81,1,13,4,295,29,4,6.0,0,58,0,-,-,9.66,-,0,0
SR Watson,"Chennai Super Kings, Rajasthan Royals, Royal Challengers Bangalore",2008-2020,145,141,16,3874,117*,30.99,2809,137.91,4,21,7,375,190,105,338.1,3,2682,92,4/29,29.15,7.93,22,1,0
SS Agarwal,Gujarat Lions,2017-2017,1,-,-,-,-,-,-,-,-,-,-,-,-,1,4.0,0,42,1,1/42,42,10.5,24,0,0
SS Cottrell,Kings XI Punjab,2020-2020,6,1,0,0,0,0,2,0,0,0,1,0,0,6,20.0,1,176,6,2/17,29.33,8.8,20,0,0
SS Iyer,"Delhi Capitals, Delhi Daredevils, Kolkata Knight Riders, Punjab Kings",2015-2026,137,135,24,3868,97*,34.84,2871,134.72,0,29,7,323,162,1,1.0,0,7,0,-,-,7,-,0,0
SS Mundhe,Pune Warriors,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1.0,0,6,1,1/6,6,6,6,0,0
SS Prabhudessai,"Royal Challengers Bangalore, Royal Challengers Bengaluru",2022-2024,11,10,0,126,34,12.6,106,118.86,0,0,1,11,4,-,-,-,-,-,-,-,-,-,-,-
SS Sarkar,Kolkata Knight Riders,2009-2009,2,-,-,-,-,-,-,-,-,-,-,-,-,2,4.1,0,34,1,1/15,34,8.16,25,0,0
SS Shaikh,Kolkata Knight Riders,2009-2009,2,1,0,6,6,6,7,85.71,0,0,0,1,0,-,-,-,-,-,-,-,-,-,-,-
SS Tiwary,"Delhi Daredevils, Mumbai Indians, Rising Pune Supergiants, Royal Challengers Bangalore",2008-2021,93,74,22,1494,61,28.73,1244,120.09,0,8,1,111,50,-,-,-,-,-,-,-,-,-,-,-
SSB Magala,Chennai Super Kings,2023-2023,2,-,-,-,-,-,-,-,-,-,-,-,-,2,6.0,0,51,1,1/37,51,8.5,36,0,0
ST Jayasuriya,Mumbai Indians,2008-2010,30,30,2,768,114*,27.42,532,144.36,1,4,2,84,39,21,49.0,1,390,13,3/14,30,7.95,22.6,0,0
STR Binny,"Mumbai Indians, Rajasthan Royals, Royal Challengers Bangalore",2010-2019,95,68,22,880,48*,19.13,683,128.84,0,0,7,66,35,63,99.0,0,758,22,2/14,34.45,7.65,27,0,0
SV Samson,"Chennai Super Kings, Delhi Daredevils, Rajasthan Royals",2013-2026,181,176,21,4841,119,31.23,3458,139.99,4,26,11,396,224,-,-,-,-,-,-,-,-,-,-,-
SW Billings,"Chennai Super Kings, Delhi Daredevils, Kolkata Knight Riders",2016-2022,30,27,1,503,56,19.34,388,129.63,0,3,3,40,20,-,-,-,-,-,-,-,-,-,-,-
SW Tait,Rajasthan Royals,2010-2013,21,5,2,23,11,7.66,26,88.46,0,0,1,1,1,21,78.5,1,635,23,3/13,27.6,8.05,20.5,0,0
SZ Mulani,Mumbai Indians,2024-2024,2,1,1,1,1*,-,1,100,0,0,0,0,0,2,5.0,0,57,0,-,-,11.4,-,0,0
Sachin Baby,"Rajasthan Royals, Royal Challengers Bangalore, Sunrisers Hyderabad",2013-2025,20,11,2,144,33,16,118,122.03,0,0,1,11,5,2,1.4,0,8,2,2/4,4,4.8,5,0,0
Salman Butt,Kolkata Knight Riders,2008-2008,7,7,0,193,73,27.57,161,119.87,0,1,0,30,2,-,-,-,-,-,-,-,-,-,-,-
Sameer Rizvi,"Chennai Super Kings, Delhi Capitals",2024-2026,17,13,3,338,90,33.8,230,146.95,0,3,2,28,20,-,-,-,-,-,-,-,-,-,-,-
Sandeep Sharma,"Kings XI Punjab, Punjab Kings, Rajasthan Royals, Sunrisers Hyderabad",2013-2026,141,28,22,60,9,10,75,80,0,0,4,4,0,140,519.3,8,4199,150,5/18,27.99,8.08,20.7,2,1
Sanvir Singh,Sunrisers Hyderabad,2023-2024,6,5,3,25,8*,12.5,21,119.04,0,0,1,2,1,-,-,-,-,-,-,-,-,-,-,-
Sediqullah Atal,Delhi Capitals,2025-2025,1,1,0,22,22,22,16,137.5,0,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-
Shahbaz Ahmed,"Lucknow Super Giants, Royal Challengers Bangalore, Sunrisers Hyderabad",2020-2026,59,39,10,560,59*,19.31,464,120.68,0,1,1,30,25,46,99.0,0,955,22,3/7,43.4,9.64,27,0,0
Shahid Afridi,Deccan Chargers,2008-2008,10,9,1,81,33,10.12,46,176.08,0,0,1,7,6,10,30.0,0,225,9,3/28,25,7.5,20,0,0
Shakib Al Hasan,"Kolkata Knight Riders, Sunrisers Hyderabad",2011-2021,71,52,12,793,66*,19.82,637,124.48,0,2,4,73,21,70,247.2,1,1839,63,3/17,29.19,7.43,23.5,0,0
Shashank Singh,"Punjab Kings, Sunrisers Hyderabad",2022-2026,45,36,16,807,68*,40.35,510,158.23,0,5,2,59,44,5,8.0,0,72,3,2/20,24,9,16,0,0
Shivam Mavi,Kolkata Knight Riders,2018-2022,32,12,3,51,20,5.66,56,91.07,0,0,3,4,2,32,108.1,2,942,30,4/21,31.4,8.7,21.6,1,0
Shivam Sharma,Kings XI Punjab,2014-2015,5,2,1,5,4,5,3,166.66,0,0,0,1,0,5,19.0,0,165,4,2/26,41.25,8.68,28.5,0,0
Shivam Singh,Punjab Kings,2024-2024,1,1,1,2,2*,-,3,66.66,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
Shivang Kumar,Sunrisers Hyderabad,2026-2026,3,2,0,9,5,4.5,6,150,0,0,0,2,0,3,12.0,0,104,4,3/33,26,8.66,18,0,0
Shoaib Ahmed,Deccan Chargers,2009-2009,8,3,1,1,1*,0.5,6,16.66,0,0,2,0,0,7,17.0,0,152,5,2/20,30.4,8.94,20.4,0,0
Shoaib Akhtar,Kolkata Knight Riders,2008-2008,3,1,0,2,2,2,7,28.57,0,0,0,0,0,3,7.0,0,54,5,4/11,10.8,7.71,8.4,1,0
Shoaib Malik,Delhi Daredevils,2008-2008,7,5,1,52,24,13,47,110.63,0,0,0,5,0,5,8.3,0,85,2,1/6,42.5,10,25.5,0,0
Shubman Gill,"Gujarat Titans, Kolkata Knight Riders",2018-2026,121,118,17,4031,129,39.91,2899,139.04,4,28,4,388,125,-,-,-,-,-,-,-,-,-,-,-
Sikandar Raza,Punjab Kings,2023-2024,9,9,2,182,57,26,136,133.82,0,1,0,12,8,7,14.0,0,141,3,1/19,47,10.07,28,0,0
Simarjeet Singh,"Chennai Super Kings, Sunrisers Hyderabad",2022-2025,14,6,3,10,3*,3.33,15,66.66,0,0,2,0,0,14,40.0,0,400,11,3/26,36.36,10,21.8,0,0
Sohail Tanvir,Rajasthan Royals,2008-2008,11,5,2,36,13,12,29,124.13,0,0,0,3,1,11,41.1,0,266,22,6/14,12.09,6.46,11.2,1,1
Sumit Kumar,Delhi Capitals,2024-2024,4,3,1,18,9*,9,24,75,0,0,0,2,1,2,3.2,0,38,0,-,-,11.4,-,0,0
Sunny Gupta,Delhi Daredevils,2012-2012,1,1,0,0,0,0,1,0,0,0,1,0,0,1,3.0,0,47,0,-,-,15.66,-,0,0
Sunny Singh,Kings XI Punjab,2011-2011,6,5,1,43,20,10.75,31,138.7,0,0,0,6,1,-,-,-,-,-,-,-,-,-,-,-
Suryansh Shedge,Punjab Kings,2025-2025,5,3,0,7,4,2.33,11,63.63,0,0,0,0,0,1,3.0,0,40,0,-,-,13.33,-,0,0
Suyash Sharma,"Kolkata Knight Riders, Royal Challengers Bengaluru",2023-2026,30,-,-,-,-,-,-,-,-,-,-,-,-,29,100.0,0,863,20,3/17,43.15,8.63,30,0,0
Swapnil Singh,"Kings XI Punjab, Lucknow Super Giants, Royal Challengers Bengaluru",2016-2024,14,9,4,51,15*,10.2,45,113.33,0,0,2,3,3,14,27.0,0,241,7,2/28,34.42,8.92,23.1,0,0
T Banton,Kolkata Knight Riders,2020-2020,2,2,0,18,10,9,20,90,0,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-
T Henderson,Rajasthan Royals,2009-2009,2,2,0,11,11,5.5,16,68.75,0,0,1,0,1,2,6.0,0,40,1,1/30,40,6.66,36,0,0
T Kohler-Cadmore,Rajasthan Royals,2024-2024,4,3,0,48,20,16,54,88.88,0,0,0,7,1,-,-,-,-,-,-,-,-,-,-,-
T Kohli,"Kings XI Punjab, Rajasthan Royals",2008-2009,4,4,1,11,7,3.66,19,57.89,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
T Mishra,Deccan Chargers,2012-2012,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T Natarajan,"Delhi Capitals, Kings XI Punjab, Sunrisers Hyderabad",2017-2026,67,5,5,4,3*,-,7,57.14,0,0,0,0,0,66,240.5,2,2159,71,4/19,30.4,8.96,20.3,1,0
T Shamsi,"Rajasthan Royals, Royal Challengers Bangalore",2016-2021,5,1,1,2,2*,-,4,50,0,0,0,0,0,5,20.0,0,181,3,1/21,60.33,9.05,40,0,0
T Stubbs,"Delhi Capitals, Mumbai Indians",2022-2026,36,34,15,814,71*,42.84,512,158.98,0,4,2,58,41,5,6.0,0,69,4,2/11,17.25,11.5,9,0,0
T Taibu,Kolkata Knight Riders,2008-2008,3,3,0,31,15,10.33,26,119.23,0,0,0,3,0,-,-,-,-,-,-,-,-,-,-,-
T Thushara,Chennai Super Kings,2009-2010,6,4,2,12,8,6,18,66.66,0,0,0,0,0,6,22.3,0,161,8,2/16,20.12,7.15,16.8,0,0
TA Boult,"Delhi Capitals, Delhi Daredevils, Kolkata Knight Riders, Mumbai Indians, Rajasthan Royals, Sunrisers Hyderabad",2015-2026,123,30,20,86,17*,8.6,83,103.61,0,0,3,5,3,122,456.1,11,3857,144,4/18,26.78,8.45,19,2,0
TD Paine,Pune Warriors,2011-2011,2,2,0,10,8,5,26,38.46,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
TG Southee,"Chennai Super Kings, Kolkata Knight Riders, Mumbai Indians, Rajasthan Royals, Royal Challengers Bangalore",2011-2023,54,20,7,120,36*,9.23,107,112.14,0,0,3,8,4,54,201.0,2,1742,47,3/20,37.06,8.66,25.6,0,0
TH David,"Mumbai Indians, Royal Challengers Bangalore, Royal Challengers Bengaluru",2021-2026,54,48,21,979,70*,36.25,548,178.64,0,2,3,62,72,1,1.0,0,18,0,-,-,18,-,0,0
TK Curran,"Delhi Capitals, Kolkata Knight Riders, Rajasthan Royals",2018-2021,13,10,5,127,54*,25.4,107,118.69,0,1,0,10,3,13,39.4,0,430,13,3/29,33.07,10.84,18.3,0,0
TK Kotian,Rajasthan Royals,2024-2024,1,1,0,24,24,24,31,77.41,0,0,0,3,0,-,-,-,-,-,-,-,-,-,-,-
TL Seifert,"Delhi Capitals, Kolkata Knight Riders",2021-2022,3,3,0,26,21,8.66,23,113.04,0,0,0,4,0,-,-,-,-,-,-,-,-,-,-,-
TL Suman,"Deccan Chargers, Mumbai Indians, Pune Warriors",2009-2013,43,40,8,676,78*,21.12,575,117.56,0,2,3,55,26,11,25.0,0,197,6,2/14,32.83,7.88,25,0,0
TM Dilshan,"Delhi Daredevils, Royal Challengers Bangalore",2008-2013,52,50,7,1153,76*,26.81,1007,114.49,0,9,6,140,24,25,45.1,0,366,5,1/3,73.2,8.1,54.2,0,0
TM Head,"Royal Challengers Bangalore, Sunrisers Hyderabad",2016-2026,42,41,4,1248,102,33.72,735,169.79,1,8,5,140,59,6,9.4,0,113,2,2/30,56.5,11.68,29,0,0
TM Srivastava,Kings XI Punjab,2008-2009,7,3,2,8,7,8,11,72.72,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
TP Sudhindra,Deccan Chargers,2012-2012,3,1,1,0,0*,-,0,-,0,0,0,0,0,3,11.4,0,136,1,1/46,136,11.65,70,0,0
TR Birt,Delhi Daredevils,2011-2011,5,5,0,75,27,15,58,129.31,0,0,0,9,2,-,-,-,-,-,-,-,-,-,-,-
TS Mills,"Mumbai Indians, Royal Challengers Bangalore",2017-2022,10,5,1,8,6,2,14,57.14,0,0,2,0,1,10,34.5,0,343,11,3/35,31.18,9.84,19,0,0
TU Deshpande,"Chennai Super Kings, Delhi Capitals, Rajasthan Royals",2020-2026,48,8,6,28,20*,14,22,127.27,0,0,0,2,1,48,165.5,0,1636,53,4/27,30.86,9.86,18.7,1,0
Tejas Baroka,Gujarat Lions,2017-2017,1,-,-,-,-,-,-,-,-,-,-,-,-,1,3.3,0,33,0,-,-,9.42,-,0,0
U Kaul,Kings XI Punjab,2008-2008,5,1,1,0,0*,-,1,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
UA Birla,Pune Warriors,2013-2013,2,1,0,7,7,7,14,50,0,0,0,1,0,-,-,-,-,-,-,-,-,-,-,-
UBT Chand,"Delhi Daredevils, Mumbai Indians, Rajasthan Royals",2011-2016,21,20,0,300,58,15,300,100,0,1,4,32,9,-,-,-,-,-,-,-,-,-,-,-
UM Patel,Chennai Super Kings,2025-2025,3,3,0,68,37,22.66,32,212.5,0,0,1,5,6,-,-,-,-,-,-,-,-,-,-,-
UT Khawaja,Rising Pune Supergiants,2016-2016,6,6,0,127,30,21.16,100,127,0,0,0,14,3,-,-,-,-,-,-,-,-,-,-,-
UT Yadav,"Delhi Daredevils, Gujarat Titans, Kolkata Knight Riders, Royal Challengers Bangalore",2010-2024,148,52,31,208,24*,9.9,201,103.48,0,0,8,16,9,147,508.2,5,4317,144,4/23,29.97,8.49,21.1,3,0
Umar Gul,Kolkata Knight Riders,2008-2008,6,4,1,39,24,13,19,205.26,0,0,0,1,5,6,22.3,1,184,12,4/23,15.33,8.17,11.2,1,0
Umran Malik,Sunrisers Hyderabad,2021-2024,26,6,4,23,19*,11.5,16,143.75,0,0,2,1,2,26,82.1,1,772,29,5/25,26.62,9.39,17,1,1
V Kaverappa,Punjab Kings,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,1,4.0,0,36,2,2/36,18,9,12,0,0
V Kohli,"Royal Challengers Bangalore, Royal Challengers Bengaluru",2008-2026,271,263,41,8840,113*,39.81,6629,133.35,8,65,10,790,298,26,41.5,0,368,4,2/25,92,8.79,62.7,0,0
V Nigam,Delhi Capitals,2025-2026,17,9,1,154,39,19.25,86,179.06,0,0,1,17,8,16,44.0,0,411,12,2/18,34.25,9.34,22,0,0
V Pratap Singh,Deccan Chargers,2012-2012,9,1,0,0,0,0,1,0,0,0,1,0,0,9,34.0,0,296,10,2/31,29.6,8.7,20.4,0,0
V Puthur,Mumbai Indians,2025-2025,5,-,-,-,-,-,-,-,-,-,-,-,-,5,12.0,0,109,6,3/32,18.16,9.08,12,0,0
V Sehwag,"Delhi Daredevils, Kings XI Punjab",2008-2015,104,104,5,2728,122,27.55,1755,155.44,2,16,7,334,106,15,22.4,0,235,6,2/18,39.16,10.36,22.6,0,0
V Shankar,"Chennai Super Kings, Delhi Daredevils, Gujarat Titans, Sunrisers Hyderabad",2014-2025,78,65,18,1233,69*,26.23,950,129.78,0,7,2,88,48,22,39.4,0,344,9,2/19,38.22,8.67,26.4,0,0
V Sooryavanshi,Rajasthan Royals,2025-2026,11,11,0,452,101,41.09,197,229.44,1,3,1,36,42,-,-,-,-,-,-,-,-,-,-,-
V Viyaskanth,Sunrisers Hyderabad,2024-2024,3,1,1,7,7*,-,5,140,0,0,0,0,0,3,10.0,0,86,1,1/37,86,8.6,60,0,0
V Vyshak,"Punjab Kings, Royal Challengers Bangalore, Royal Challengers Bengaluru",2023-2026,20,4,2,14,13*,7,12,116.66,0,0,2,0,1,19,65.3,0,681,22,3/20,30.95,10.39,17.8,0,0
VG Arora,"Kolkata Knight Riders, Punjab Kings",2022-2026,36,11,7,10,2*,2.5,26,38.46,0,0,3,0,0,35,118.2,1,1153,41,3/27,28.12,9.74,17.3,0,0
